elem_index,treatment,period_calendar,treatment_qty,treatment_comment,treatment_reason
9244,cs_resurf,2019,1287.6,"2CHIP, function: R, on date: 2019-04-30",committed-6_1414_124_All
9269,cs_resurf,2019,8142.3,"1CHIP, function: R, on date: 2019-03-14",committed-6_1414_11360_All
9284,cs_resurf,2019,984,"2CHIP, function: R, on date: 2019-03-15",committed-6_1417_4300_All
9301,cs_resurf,2019,896.4,"RACK, function: R, on date: 2019-04-08",committed-6_1417_10160_All
9317,cs_resurf,2019,9048,"2CHIP, function: 2, on date: 2019-03-23",committed-6_1420_3160_All
9328,cs_resurf,2019,1470,"RACK, function: R, on date: 2019-03-26",committed-6_1420_8460_All
9354,cs_resurf,2019,6262.2,"2CHIP, function: R, on date: 2019-04-30",committed-6_1420_14286_All
9382,cs_rehab,2019,1084.8,"RACK, function: 1, on date: 2019-12-06",committed-6_1422_2512_All
9394,cs_resurf,2019,3014,"2CHIP, function: 2, on date: 2019-03-14",committed-6_1423_3680_All
9451,cs_resurf,2019,8660.2,"2CHIP, function: 2, on date: 2019-04-17",committed-6_1426_11185_All
9488,ac_resurf,2019,2936.2,"SMA, function: 2, on date: 2019-05-17",committed-6_1427_6580_All
9489,ac_resurf,2019,3883.6,"SMA, function: 2, on date: 2019-11-27",committed-6_1427_6857_All
9521,cs_resurf,2019,2079,"2CHIP, function: 2, on date: 2019-03-11",committed-6_1442_210_All
9525,cs_resurf,2019,2900.7,"2CHIP, function: R, on date: 2019-04-26",committed-6_1442_918_All
9550,cs_resurf,2019,3255,"2CHIP, function: R, on date: 2019-03-25",committed-6_1442_6000_All
9590,cs_resurf,2019,2730,"2CHIP, function: R, on date: 2019-04-27",committed-6_1443_9723_All
9601,cs_resurf,2019,3812.2,"2CHIP, function: R, on date: 2019-11-04",committed-6_1560_900_All
9602,cs_resurf,2019,1764,"COMB, function: R, on date: 2019-11-04",committed-6_1560_1289_All
9603,cs_resurf,2019,401.8,"COMB, function: R, on date: 2019-11-04",committed-6_1560_1469_All
9604,cs_resurf,2019,4802,"COMB, function: R, on date: 2019-11-05",committed-6_1560_1510_All
9605,cs_resurf,2019,980,"COMB, function: R, on date: 2019-11-05",committed-6_1560_2000_All
9606,cs_resurf,2019,5311.6,"COMB, function: R, on date: 2019-11-05",committed-6_1560_2100_All
9609,ac_resurf,2019,671,"SMA, function: R, on date: 2019-04-14",committed-6_1560_5622_All
9610,ac_resurf,2019,395.2,"SMA, function: R, on date: 2019-04-14",committed-6_1560_5683_All
9638,cs_resurf,2019,2522.8,"2CHIP, function: R, on date: 2019-01-30",committed-6_1561_2600_All
9642,cs_resurf,2019,4069.8,"2CHIP, function: R, on date: 2019-02-11",committed-6_1561_4250_All
9657,cs_resurf,2019,6992,"B/S, function: R, on date: 2019-01-30",committed-6_1562_1700_All
9658,cs_resurf,2019,15045,"1CHIP, function: R, on date: 2019-11-07",committed-6_1562_2308_All
9682,cs_resurf,2019,747,"1CHIP, function: 2, on date: 2019-02-12",committed-6_1562_11200_All
9694,cs_resurf,2019,7986.6,"2CHIP, function: 2, on date: 2019-01-31",committed-6_1562_13764_All
9695,cs_resurf,2019,2314.2,"2CHIP, function: 2, on date: 2019-01-31",committed-6_1562_14682_All
9698,cs_resurf,2019,2496,"2CHIP, function: 2, on date: 2019-02-11",committed-6_1562_16295_All
9699,cs_resurf,2019,1047.2,"2CHIP, function: R, on date: 2019-02-01",committed-6_1562_16607_All
9700,cs_resurf,2019,3095.4,"1CHIP, function: 2, on date: 2019-02-11",committed-6_1562_16743_All
9713,cs_resurf,2019,1562,"1CHIP, function: 2, on date: 2019-02-12",committed-6_1565_3200_All
9714,cs_resurf,2019,1491,"2CHIP, function: 2, on date: 2018-12-14",committed-6_1565_3420_All
9716,cs_resurf,2019,1349,"2CHIP, function: R, on date: 2019-11-07",committed-6_1565_3780_All
9720,cs_resurf,2019,1120,"2CHIP, function: R, on date: 2019-11-07",committed-6_1565_4650_All
9727,cs_resurf,2019,1274,"1CHIP, function: 2, on date: 2018-12-14",committed-6_1565_6545_All
9734,cs_resurf,2019,4116,"2CHIP, function: 2, on date: 2019-11-08",committed-6_1565_8510_All
9736,cs_resurf,2019,770,"2CHIP, function: R, on date: 2019-11-08",committed-6_1565_9290_All
9740,cs_resurf,2019,816.5,"2CHIP, function: R, on date: 2019-11-08",committed-6_1565_9920_All
9742,cs_resurf,2019,802.3,"2CHIP, function: R, on date: 2019-11-08",committed-6_1565_10368_All
9746,cs_resurf,2019,1768,"2CHIP, function: R, on date: 2019-11-08",committed-6_1565_11120_All
9747,cs_resurf,2019,768.4,"2CHIP, function: R, on date: 2019-11-08",committed-6_1565_11380_All
9788,cs_resurf,2019,1904,"2CHIP, function: R, on date: 2019-11-20",committed-6_1566_3360_All
9808,cs_resurf,2019,1672,"2CHIP, function: R, on date: 2019-11-21",committed-6_1566_7690_All
9809,cs_resurf,2019,608,"2CHIP, function: R, on date: 2019-11-21",committed-6_1566_7910_All
9812,cs_resurf,2019,3062.8,"2CHIP, function: R, on date: 2019-11-21",committed-6_1566_8200_All
9821,cs_resurf,2019,385,"2CHIP, function: R, on date: 2019-11-20",committed-6_1566_10930_All
9822,cs_resurf,2019,1694,"2CHIP, function: R, on date: 2019-11-20",committed-6_1566_10980_All
9823,cs_resurf,2019,4019.4,"2CHIP, function: R, on date: 2019-11-20",committed-6_1566_11200_All
9824,cs_resurf,2019,1147.3,"2CHIP, function: R, on date: 2019-11-20",committed-6_1566_11722_All
9825,cs_resurf,2019,2132.9,"2CHIP, function: R, on date: 2019-11-20",committed-6_1566_11871_All
9826,cs_resurf,2019,6860.7,"B/S, function: R, on date: 2018-12-12",committed-6_1566_12148_All
9833,cs_resurf,2019,4248,"RACK, function: R, on date: 2019-11-16",committed-6_1567_30_All
9837,cs_resurf,2019,1584,"2CHIP, function: R, on date: 2019-11-21",committed-6_1567_1200_All
9838,cs_resurf,2019,3693.6,"B/S, function: R, on date: 2019-11-12",committed-6_1567_1420_All
9841,cs_resurf,2019,1209.6,"B/S, function: R, on date: 2019-11-13",committed-6_1567_2290_All
9842,cs_resurf,2019,1065.6,"B/S, function: R, on date: 2019-11-13",committed-6_1567_2458_All
9844,cs_resurf,2019,1615,"2CHIP, function: R, on date: 2019-11-13",committed-6_1567_2790_All
9845,cs_resurf,2019,1360,"2CHIP, function: R, on date: 2019-11-13",committed-6_1567_2980_All
9846,cs_resurf,2019,2983.5,"2CHIP, function: R, on date: 2019-11-13",committed-6_1567_3140_All
9847,cs_resurf,2019,6874.6,"2CHIP, function: R, on date: 2019-11-16",committed-6_1567_3491_All
9848,cs_resurf,2019,2516,"B/S, function: R, on date: 2019-03-25",committed-6_1567_4420_All
9849,cs_resurf,2019,740,"2CHIP, function: R, on date: 2019-11-15",committed-6_1567_4760_All
9850,cs_resurf,2019,6142,"2CHIP, function: R, on date: 2019-11-16",committed-6_1567_4860_All
9853,cs_resurf,2019,810,"2CHIP, function: R, on date: 2019-02-13",committed-6_1567_6010_All
9866,cs_resurf,2019,5175,"1CHIP, function: R, on date: 2019-03-26",committed-6_1568_40_All
9868,cs_resurf,2019,483,"2CHIP, function: R, on date: 2018-12-13",committed-6_1568_870_All
9869,cs_resurf,2019,1393.8,"2CHIP, function: R, on date: 2018-12-13",committed-6_1568_940_All
9910,cs_resurf,2019,2886,"RACK, function: R, on date: 2019-11-22",committed-6_1568_9870_All
9915,cs_resurf,2019,1780,"1CHIP, function: R, on date: 2019-11-25",committed-6_1568_12400_All
9917,cs_resurf,2019,2058,"B/S, function: R, on date: 2019-11-25",committed-6_1568_12700_All
9924,cs_resurf,2019,2816,"COMB, function: R, on date: 2019-11-25",committed-6_1569_2480_All
9925,cs_resurf,2019,1760,"COMB, function: R, on date: 2019-11-27",committed-6_1569_2800_All
9931,cs_resurf,2019,2088,"1CHIP, function: R, on date: 2019-11-27",committed-6_1569_6560_All
9938,cs_resurf,2019,5878.4,"2CHIP, function: R, on date: 2019-11-27",committed-6_1569_9652_All
9947,cs_resurf,2019,1992,"2CHIP, function: R, on date: 2019-02-02",committed-6_1570_790_All
9948,cs_resurf,2019,2310,"2CHIP, function: R, on date: 2019-02-02",committed-6_1570_1030_All
9949,cs_resurf,2019,4582,"COMB, function: R, on date: 2019-11-25",committed-6_1570_1330_All
9951,cs_resurf,2019,1358.8,"2CHIP, function: R, on date: 2019-04-30",committed-6_1570_2220_All
9969,cs_resurf,2019,845.3,"2CHIP, function: R, on date: 2019-04-30",committed-6_1570_6070_All
9978,cs_resurf,2019,3404.8,"2CHIP, function: 2, on date: 2019-04-30",committed-6_1570_8930_All
9982,cs_resurf,2019,1894.4,"2CHIP, function: R, on date: 2018-12-16",committed-6_1570_10048_All
10019,cs_resurf,2019,7752,"2CHIP, function: R, on date: 2019-04-15",committed-6_1571_8030_All
10020,cs_resurf,2019,3553,"2CHIP, function: R, on date: 2019-04-15",committed-6_1571_8846_All
10038,cs_resurf,2019,546,"2CHIP, function: R, on date: 2019-11-28",committed-6_1573_175_All
10044,cs_resurf,2019,831.6,"2CHIP, function: R, on date: 2019-02-02",committed-6_1573_855_All
10045,cs_resurf,2019,840,"2CHIP, function: R, on date: 2019-11-28",committed-6_1573_954_All
10058,cs_resurf,2019,1020,"2CHIP, function: R, on date: 2019-04-30",committed-6_1573_3940_All
10059,cs_resurf,2019,3825,"1CHIP, function: R, on date: 2019-02-13",committed-6_1573_4060_All
10065,cs_resurf,2019,10806.6,"RACK, function: R, on date: 2019-11-28",committed-6_1573_4940_All
10069,cs_resurf,2019,3600,"2CHIP, function: R, on date: 2019-04-30",committed-6_1573_7020_All
10070,cs_resurf,2019,3040,"2CHIP, function: R, on date: 2019-04-13",committed-6_1573_7470_All
10072,cs_resurf,2019,1260,"2CHIP, function: R, on date: 2019-11-26",committed-6_1573_8040_All
10073,cs_resurf,2019,672,"2CHIP, function: R, on date: 2019-11-26",committed-6_1573_8190_All
10074,cs_resurf,2019,1596,"2CHIP, function: R, on date: 2019-02-14",committed-6_1573_8270_All
10079,cs_resurf,2019,1344,"2CHIP, function: R, on date: 2019-11-26",committed-6_1573_10450_All
10080,cs_resurf,2019,1033.2,"2CHIP, function: R, on date: 2019-11-26",committed-6_1573_10610_All
10083,cs_resurf,2019,2066.4,"2CHIP, function: R, on date: 2019-02-14",committed-6_1573_11600_All
10084,cs_resurf,2019,2553.6,"2CHIP, function: R, on date: 2019-11-29",committed-6_1573_11846_All
10085,cs_resurf,2019,6216,"2CHIP, function: R, on date: 2019-11-29",committed-6_1573_12150_All
10091,cs_resurf,2019,1386,"2CHIP, function: R, on date: 2019-02-14",committed-6_1574_1650_All
10099,cs_rehab,2019,2376,"RACK, function: 1, on date: 2019-11-28",committed-6_1574_4130_All
10103,cs_rehab,2019,5208,"RACK, function: 1, on date: 2019-11-28",committed-6_1574_4680_All
10119,ac_resurf,2019,1501.5,"SMA, function: R, on date: 2019-11-13",committed-6_1574_9197_All
10122,ac_resurf,2019,1925,"SMA, function: R, on date: 2019-11-26",committed-6_1574_9680_All
10150,cs_resurf,2019,1780,"2CHIP, function: R, on date: 2019-02-15",committed-6_1575_2250_All
10155,cs_resurf,2019,2581,"2CHIP, function: R, on date: 2019-03-14",committed-6_1575_3280_All
10168,cs_resurf,2019,2253.3,"B/S, function: R, on date: 2019-04-09",committed-6_1575_7489_All
10169,cs_resurf,2019,873,"B/S, function: R, on date: 2019-04-09",committed-6_1575_7748_All
10170,cs_resurf,2019,2367,"2CHIP, function: R, on date: 2019-02-15",committed-6_1575_7845_All
10171,cs_resurf,2019,2898,"1CHIP, function: R, on date: 2019-04-13",committed-6_1575_8108_All
10192,cs_resurf,2019,8064,"B/S, function: R, on date: 2019-12-05",committed-6_1576_60_All
10194,cs_resurf,2019,1680,"B/S, function: R, on date: 2019-12-04",committed-6_1576_1015_All
10203,cs_resurf,2019,1430.4,"2CHIP, function: R, on date: 2019-12-04",committed-6_1576_2601_All
10219,cs_resurf,2019,2743.4,"2CHIP, function: R, on date: 2019-12-06",committed-6_1576_8030_All
10228,cs_resurf,2019,1290,"2CHIP, function: R, on date: 2019-04-06",committed-6_1576_10600_All
10232,cs_resurf,2019,1226.4,"2CHIP, function: R, on date: 2019-04-08",committed-6_1576_12510_All
10257,cs_resurf,2019,1911,"1CHIP, function: R, on date: 2019-03-21",committed-6_1577_5695_All
10310,cs_resurf,2019,474,"2CHIP, function: R, on date: 2019-03-24",committed-6_1578_7980_All
10312,cs_resurf,2019,2115,"2CHIP, function: R, on date: 2019-01-23",committed-6_1578_8435_All
10314,cs_resurf,2019,1680,"2CHIP, function: 2, on date: 2019-03-21",committed-6_1578_9225_All
10316,cs_resurf,2019,2850,"B/S, function: R, on date: 2019-01-23",committed-6_1578_9820_All
10317,cs_resurf,2019,750,"RACK, function: R, on date: 2019-01-29",committed-6_1578_10200_All
10318,cs_resurf,2019,1522.5,"RACK, function: R, on date: 2019-01-29",committed-6_1578_10300_All
10320,cs_resurf,2019,3937.5,"B/S, function: R, on date: 2019-01-23",committed-6_1578_10800_All
10325,cs_resurf,2019,1147.5,"B/S, function: R, on date: 2019-01-22",committed-6_1578_12017_All
10326,cs_resurf,2019,2625,"B/S, function: R, on date: 2019-01-22",committed-6_1578_12170_All
10327,cs_resurf,2019,1320,"B/S, function: R, on date: 2019-01-22",committed-6_1578_12520_All
10331,cs_resurf,2019,1881,"1CHIP, function: R, on date: 2019-01-22",committed-6_1578_15090_All
10341,cs_resurf,2019,2054,"B/S, function: R, on date: 2019-01-29",committed-6_1750_1350_All
10342,cs_resurf,2019,1659,"B/S, function: R, on date: 2019-01-29",committed-6_1750_1610_All
10375,cs_resurf,2019,1953,"RACK, function: R, on date: 2019-03-15",committed-6_1751_3002_All
10376,cs_resurf,2019,5166,"RACK, function: R, on date: 2019-03-15",committed-6_1751_3188_All
10418,cs_resurf,2019,1824,"2CHIP, function: R, on date: 2019-03-22",committed-6_1752_8090_All
10428,ac_resurf,2019,798,"SMA, function: R, on date: 2019-11-17",committed-6_1752_12030_All
10433,cs_resurf,2019,6532,"2CHIP, function: R, on date: 2019-03-21",committed-6_1752_13370_All
10455,cs_resurf,2019,396,"1CHIP, function: R, on date: 2019-03-26",committed-6_2525_1284_All
10457,cs_rehab,2019,4068,"RACK, function: 1, on date: 2019-02-02",committed-6_2525_1400_All
10458,ac_resurf,2019,565,"SMA, function: 2, on date: 2019-03-05",committed-6_2525_1760_All
10459,cs_rehab,2019,3625,"RACK, function: 1, on date: 2019-03-09",committed-6_2525_1810_All
10460,ac_resurf,2019,687.5,"SMA, function: 2, on date: 2019-03-10",committed-6_2525_2100_All
10461,cs_rehab,2019,1831.5,"RACK, function: 1, on date: 2019-03-09",committed-6_2525_2155_All
10470,cs_resurf,2019,2106,"2CHIP, function: R, on date: 2019-04-27",committed-6_2525_5870_All
10473,cs_resurf,2019,972,"2CHIP, function: R, on date: 2019-03-12",committed-6_2525_7000_All
10474,cs_resurf,2019,2519.1,"2CHIP, function: R, on date: 2019-03-12",committed-6_2525_7120_All
10481,cs_resurf,2019,836,"2CHIP, function: 2, on date: 2019-03-12",committed-6_2525_9880_All
10486,cs_resurf,2019,281.2,"2CHIP, function: R, on date: 2019-03-12",committed-6_2525_11008_All
10487,cs_resurf,2019,5738,"2CHIP, function: R, on date: 2019-03-12",committed-6_2525_11045_All
10488,cs_resurf,2019,3344,"RACK, function: 2, on date: 2019-03-11",committed-6_2525_11800_All
10512,cs_resurf,2019,4800,"2CHIP, function: R, on date: 2019-03-22",committed-6_2533_5600_All
10548,cs_resurf,2019,2198.4,"RACK, function: R, on date: 2018-12-17",committed-6_3382_4795_All
10549,cs_resurf,2019,3638.4,"RACK, function: R, on date: 2018-12-17",committed-6_3382_5024_All
10550,cs_resurf,2019,5702.4,"RACK, function: R, on date: 2018-12-17",committed-6_3382_5403_All
10551,cs_resurf,2019,4828.8,"RACK, function: R, on date: 2018-12-17",committed-6_3382_5997_All
10568,cs_resurf,2019,533,"2CHIP, function: R, on date: 2019-02-07",committed-7_434_0_All
10569,cs_resurf,2019,2140.2,"2CHIP, function: R, on date: 2019-02-07",committed-7_434_65_All
10575,cs_rehab,2019,7125.8,"RACK, function: 1, on date: 2019-02-12",committed-7_434_2086_All
10579,cs_resurf,2019,6052,"2CHIP, function: R, on date: 2019-02-04",committed-7_434_6808_All
10593,cs_resurf,2019,8260.2,"COMB, function: R, on date: 2019-02-04",committed-7_434_13664_All
10609,ac_resurf,2019,1496.4,"SMA, function: R, on date: 2019-04-12",committed-7_435_1398_All
10610,ac_resurf,2019,1113.6,"SMA, function: R, on date: 2019-04-12",committed-7_435_1570_All
10619,cs_resurf,2019,9322.3,"2CHIP, function: R, on date: 2019-02-01",committed-7_953_2786_All
10621,cs_resurf,2019,13372.4,"2CHIP, function: R, on date: 2019-01-23",committed-7_953_4349_All
10635,cs_resurf,2019,2943,"2CHIP, function: R, on date: 2019-01-22",committed-7_953_16900_All
10661,cs_resurf,2019,3392,"2CHIP, function: R, on date: 2019-01-22",committed-7_956_10480_All
10682,cs_resurf,2019,3536,"2CHIP, function: R, on date: 2019-02-14",committed-7_1075_8380_All
10714,cs_resurf,2019,1864.2,"2CHIP, function: R, on date: 2019-01-21",committed-7_1136_12197_All
10729,cs_resurf,2019,4876,"2CHIP, function: R, on date: 2019-01-21",committed-7_1138_1340_All
10824,cs_resurf,2019,309.6,"2CHIP, function: R, on date: 2019-02-15",committed-7_1358_19782_All
10825,cs_resurf,2019,400,"2CHIP, function: R, on date: 2019-02-15",committed-7_1359_0_All
10850,ac_resurf,2019,1218,"SMA, function: R, on date: 2019-04-03",committed-7_1359_10620_All
10862,cs_rehab,2019,6334.5,"2CHIP, function: 1, on date: 2019-10-24",committed-7_1360_2500_All
10866,cs_rehab,2019,2020,"2CHIP, function: 1, on date: 2019-10-25",committed-7_1360_3200_All
10877,ac_resurf,2019,325.5,"SMA, function: R, on date: 2019-02-15",committed-7_1361_2450_All
10881,cs_resurf,2019,3702.4,"VFILL, function: 2, on date: 2019-02-04",committed-7_1378_2060_All
10899,cs_resurf,2019,9169,"VFILL, function: 2, on date: 2019-02-04",committed-7_1378_12215_All
10901,cs_resurf,2019,1738.4,"2CHIP, function: R, on date: 2019-02-04",committed-7_1378_13166_All
10906,cs_resurf,2019,7301.5,"1CHIP, function: R, on date: 2019-02-01",committed-7_1381_1981_All
10914,cs_resurf,2019,1496,"2CHIP, function: R, on date: 2019-02-02",committed-7_1381_10340_All
10915,cs_resurf,2019,1443.2,"2CHIP, function: R, on date: 2019-02-02",committed-7_1381_10510_All
10931,cs_resurf,2019,2605.8,"2CHIP, function: R, on date: 2019-02-07",committed-7_1381_19701_All
10933,ac_resurf,2019,524.6,"SMA, function: R, on date: 2019-06-19",committed-7_1432_14_All
10941,cs_resurf,2019,6156,"2CHIP, function: R, on date: 2019-11-22",committed-7_1448_3730_All
10942,cs_resurf,2019,2268,"2CHIP, function: R, on date: 2019-11-21",committed-7_1448_4490_All
10945,cs_resurf,2019,1368,"VFILL, function: R, on date: 2019-02-14",committed-7_1448_6170_All
10948,cs_resurf,2019,6475.2,"TEXT, function: R, on date: 2019-11-21",committed-7_1448_7450_All
10963,cs_resurf,2019,864.3,"2CHIP, function: R, on date: 2019-11-22",committed-7_1449_2633_All
10964,cs_resurf,2019,924.6,"2CHIP, function: R, on date: 2019-11-22",committed-7_1449_2762_All
10965,cs_resurf,2019,670,"2CHIP, function: R, on date: 2019-11-22",committed-7_1449_2900_All
10996,cs_resurf,2019,2236,"2CHIP, function: R, on date: 2019-02-18",committed-7_1481_4080_All
11000,cs_resurf,2019,4032,"2CHIP, function: R, on date: 2019-02-19",committed-7_1481_6040_All
11009,cs_resurf,2019,890.6,"2CHIP, function: R, on date: 2019-02-25",committed-7_1482_90_All
11012,cs_resurf,2019,8541,"2CHIP, function: R, on date: 2019-02-19",committed-7_1482_1700_All
11018,cs_resurf,2019,5810,"2CHIP, function: R, on date: 2019-02-19",committed-7_1482_8011_All
11043,cs_resurf,2019,2758,"2CHIP, function: R, on date: 2019-02-19",committed-7_1483_10957_All
11049,cs_resurf,2019,5664.3,"2CHIP, function: R, on date: 2019-02-19",committed-7_1483_13433_All
11050,cs_resurf,2019,1659,"2CHIP, function: R, on date: 2019-02-19",committed-7_1483_14150_All
11051,cs_resurf,2019,3713,"2CHIP, function: R, on date: 2019-02-19",committed-7_1483_14360_All
11052,cs_resurf,2019,1501,"2CHIP, function: R, on date: 2019-02-19",committed-7_1483_14830_All
11107,cs_resurf,2019,370.5,"2CHIP, function: R, on date: 2019-02-14",committed-7_1494_31_All
11109,cs_resurf,2019,9728,"2CHIP, function: R, on date: 2019-02-13",committed-7_1494_1763_All
11134,ac_resurf,2019,855,"SMA, function: R, on date: 2019-02-14",committed-7_1533_6387_All
11142,cs_resurf,2019,3423.8,"2CHIP, function: R, on date: 2019-02-20",committed-7_1538_3387_All
11154,cs_resurf,2019,7694.4,"2CHIP, function: R, on date: 2019-02-12",committed-7_1538_7555_All
11162,ac_resurf,2019,1673,"SMA, function: 2, on date: 2019-11-01",committed-7_1540_11161_All
11163,ac_resurf,2019,936,"SMA, function: 2, on date: 2019-11-01",committed-7_1540_11400_All
11164,ac_resurf,2019,2343,"SMA, function: 2, on date: 2019-11-01",committed-7_1540_11530_All
11165,ac_resurf,2019,1207.5,"SMA, function: 2, on date: 2019-11-01",committed-7_1540_11860_All
11166,ac_resurf,2019,2127.1,"SMA, function: 2, on date: 2019-11-21",committed-7_1541_11161_All
11167,ac_resurf,2019,648,"SMA, function: 2, on date: 2019-11-21",committed-7_1541_11400_All
11168,ac_resurf,2019,3124,"SMA, function: 2, on date: 2019-11-21",committed-7_1541_11490_All
11169,ac_resurf,2019,450,"SMA, function: 2, on date: 2019-11-21",committed-7_1541_11930_All
11170,ac_resurf,2019,232.5,"SMA, function: 2, on date: 2019-11-21",committed-7_1541_11990_All
11171,ac_resurf,2019,1682.7,"SMA, function: 2, on date: 2019-11-21",committed-7_1542_12021_All
11178,cs_resurf,2019,4840,"COMB, function: 2, on date: 2019-03-11",committed-7_1544_510_All
11179,cs_resurf,2019,2750,"COMB, function: 2, on date: 2019-03-11",committed-7_1544_950_All
11198,cs_resurf,2019,5931.9,"VFILL, function: 2, on date: 2019-02-02",committed-7_1547_470_All
11199,cs_resurf,2019,2281.5,"2CHIP, function: R, on date: 2019-04-06",committed-7_1547_977_All
11259,cs_resurf,2019,16556.4,"2CHIP, function: R, on date: 2019-01-29",committed-7_1555_8063_All
11271,cs_rehab,2019,5335.2,"RACK, function: 1, on date: 2019-03-21",committed-7_1555_14097_All
11279,cs_resurf,2019,1296,"B/S, function: R, on date: 2019-02-13",committed-7_1556_855_All
11364,cs_resurf,2019,3531.6,"2CHIP, function: R, on date: 2019-02-04",committed-7_1559_3860_All
11365,cs_resurf,2019,3836.8,"VFILL, function: 2, on date: 2019-02-04",committed-7_1559_4184_All
11367,cs_resurf,2019,6834.3,"VFILL, function: R, on date: 2019-02-04",committed-7_1559_5270_All
11372,cs_resurf,2019,9933,"2CHIP, function: R, on date: 2019-01-22",committed-7_1559_7064_All
11384,cs_resurf,2019,3818.4,"2CHIP, function: R, on date: 2019-01-23",committed-7_1559_11500_All
11386,cs_resurf,2019,1709.4,"2CHIP, function: R, on date: 2019-01-23",committed-7_1559_12183_All
11409,cs_resurf,2019,1376,"2CHIP, function: R, on date: 2019-02-14",committed-7_1651_12030_All
11465,cs_resurf,2019,1204,"VFILL, function: R, on date: 2019-02-09",committed-7_1864_440_All
11469,cs_resurf,2019,6037.2,"2CHIP, function: R, on date: 2019-02-14",committed-7_1864_2563_All
11475,cs_resurf,2019,4488,"2CHIP, function: R, on date: 2019-02-07",committed-7_1864_7760_All
11486,cs_resurf,2019,8712.5,"2CHIP, function: R, on date: 2019-11-20",committed-7_1869_3616_All
11521,cs_resurf,2019,11672.1,"2CHIP, function: R, on date: 2019-02-05",committed-7_1875_3760_All
11524,cs_resurf,2019,18060,"2CHIP, function: R, on date: 2019-02-04",committed-7_1875_6700_All
11537,cs_resurf,2019,6439.5,"2CHIP, function: R, on date: 2019-02-20",committed-7_1878_8778_All
11542,cs_resurf,2019,2057.4,"2CHIP, function: R, on date: 2019-02-21",committed-7_1878_12260_All
11543,cs_resurf,2019,3191.4,"2CHIP, function: R, on date: 2019-02-21",committed-7_1878_12514_All
11544,cs_resurf,2019,1011.7,"2CHIP, function: R, on date: 2019-02-21",committed-7_1881_0_All
11547,cs_resurf,2019,3363.4,"2CHIP, function: R, on date: 2019-02-21",committed-7_1881_2340_All
11564,cs_resurf,2019,5301.2,"2CHIP, function: R, on date: 2019-02-12",committed-7_1886_513_All
11584,cs_resurf,2019,14974.1,"2CHIP, function: R, on date: 2019-01-30",committed-7_1886_13207_All
11586,cs_resurf,2019,15645.4,"2CHIP, function: R, on date: 2019-01-31",committed-7_1886_15500_All
11605,ac_resurf,2019,2338.4,"SMA, function: R, on date: 2019-02-14",committed-7_2511_0_All
11609,ac_resurf,2019,2696.4,"SMA, function: R, on date: 2019-05-05",committed-7_2511_1006_All
11611,ac_resurf,2019,2980.8,"SMA, function: R, on date: 2019-02-13",committed-7_2511_1560_All
11615,cs_resurf,2019,752.1,"TEXT, function: R, on date: 2019-03-15",committed-7_2511_2862_All
11626,cs_resurf,2019,5361.3,"1CHIP, function: R, on date: 2019-03-05",committed-7_2511_8717_All
11627,cs_resurf,2019,6049.5,"2CHIP, function: R, on date: 2019-03-04",committed-7_2511_9200_All
11629,cs_resurf,2019,5181,"2CHIP, function: R, on date: 2019-03-12",committed-7_2511_9872_All
11636,cs_rehab,2019,8288,"RACK, function: 1, on date: 2019-03-08",committed-7_2515_110_All
11699,cs_resurf,2019,1780.2,"RACK, function: R, on date: 2019-11-12",committed-7_2517_5162_All
11704,cs_resurf,2019,1669.8,"TEXT, function: R, on date: 2019-11-12",committed-7_2517_6310_All
11708,ac_resurf,2019,279,"SMA, function: R, on date: 2019-02-15",committed-7_2528_0_All
11725,cs_resurf,2019,710.4,"2CHIP, function: R, on date: 2018-12-08",committed-7_2528_8046_All
11732,cs_rehab,2019,7058.7,"2CHIP, function: 1, on date: 2019-02-01",committed-7_2528_12450_All
11748,cs_resurf,2019,2595,"2CHIP, function: R, on date: 2019-02-07",committed-7_2532_21_All
11762,cs_resurf,2019,4870.8,"2CHIP, function: R, on date: 2019-11-15",committed-7_2731_5216_All
11764,cs_resurf,2019,4804.8,"RACK, function: R, on date: 2019-11-19",committed-7_2731_7272_All
11769,cs_resurf,2019,996.6,"COMB, function: R, on date: 2019-11-19",committed-7_2731_11709_All
11770,cs_resurf,2019,10428,"COMB, function: R, on date: 2019-11-23",committed-7_2731_11860_All
11771,cs_resurf,2019,6006,"COMB, function: R, on date: 2019-02-08",committed-7_2731_13440_All
11781,cs_resurf,2019,4076.8,"2CHIP, function: R, on date: 2019-01-29",committed-7_2842_0_All
11782,cs_resurf,2019,7675.2,"2CHIP, function: R, on date: 2019-02-04",committed-7_2842_392_All
11865,cs_resurf,2019,5941.666667,"2CHIP, function: R, on date: 2019-03-14",committed-7_3412_6616_L1
11867,cs_resurf,2019,5941.666667,"2CHIP, function: R, on date: 2019-03-14",committed-7_3412_6616_R1
11889,cs_rehab,2019,8526,"2CHIP, function: 1, on date: 2019-11-01",committed-7_3416_295_All
11936,cs_rehab,2019,3120.4,"2CHIP, function: 1, on date: 2018-12-10",committed-7_100099_15731_All
11953,cs_resurf,2019,1728,"2CHIP, function: R, on date: 2019-02-11",committed-7_100101_8460_All
11957,cs_resurf,2019,2976,"VFILL, function: 2, on date: 2019-02-01",committed-7_100101_10740_All
11965,ac_resurf,2019,4411.8,"SMA, function: R, on date: 2019-04-05",committed-7_100102_3993_ALL
