"inp_seg_code","inp_section_id","inp_section_name","inp_loc_from","inp_loc_to","inp_lane","inp_length","inp_area_m2","inp_urban_rural","inp_onrc","inp_adt","inp_heavy_perc","inp_traff_growth_perc","inp_surf_class","inp_surf_date","inp_surf_function","inp_surf_material","inp_surf_life_expected","inp_surf_layers","inp_surf_thick","inp_pave_date","inp_hsd_survey_date","inp_rut_mean","inp_iri_mean","inp_text_mean","inp_maint_pa_ext","inp_maint_poth_ext","inp_rut_rate","inp_iri_rate","inp_text_rate","inp_rainfall"
"3_1769_13467_L1",1769,"01N_0431/11.16-I",13467,15481,"L1",2014,8727.33333333333,"R","High Volume",55187,6,2,"ogpa",20000608,"R","OGPA",6,2,55,19661225,20141130,1.72549019607843,1.0928431372549,1.22970443349754,0,0,-0.338094705992619,0.0153694525837286,0.0906430291856768,1210.7
"3_1769_13467_L2",1769,"01N_0431/11.16-I",13467,15481,"L2",2014,8727.33333333333,"R","High Volume",55187,6,2,"ogpa",20000608,"R","OGPA",6,2,55,19661225,20141130,2.45098039215686,1.01098039215686,1.20211822660098,0,0,-0.260002702946723,0.0185536399327266,0.0825417627412658,1210.7
"3_1769_13467_L3",1769,"01N_0431/11.16-I",13467,15481,"L3",2014,8727.33333333333,"R","High Volume",55187,6,2,"ogpa",20000608,"R","OGPA",6,2,55,19661225,20141130,2.25490196078431,0.970588235294118,1.22197044334975,0,0,-0.218512874521224,0.00739143182696054,0.0436859618386544,1210.7
"3_1769_15481_L1",1769,"01N_0431/11.16-I",15481,16083,"L1",602,2608.66666666667,"R","High Volume",46216,6,2,"ogpa",20011231,"R","OGPA",6,1,35,19951002,20141130,3.29032258064516,1.58064516129032,1.46540983606557,0,0,0.292517848966841,0.0788952316317313,0.0851409112325776,1210.7
"3_1769_15481_L2",1769,"01N_0431/11.16-I",15481,16083,"L2",602,2608.66666666667,"R","High Volume",46216,6,2,"ogpa",20011231,"R","OGPA",6,1,35,19951002,20141130,4.87096774193548,1.70032258064516,1.3472131147541,0,0,0.727516117446411,0.150715273591474,0.0726772674067773,1210.7
"3_1769_15481_L3",1769,"01N_0431/11.16-I",15481,16083,"L3",602,2608.66666666667,"R","High Volume",46216,6,2,"ogpa",20011231,"R","OGPA",6,1,35,19951002,20141130,1.2258064516129,1.52935483870968,1.43983606557377,0,0,-0.692755734394348,0.0109747128680486,0.031373457105644,1210.7
"3_1769_16083_L1",1769,"01N_0431/11.16-I",16083,16816,"L1",733,3176.33333333333,"R","High Volume",46216,6,2,"ogpa",20000608,"R","OGPA",6,2,55,19950812,20141130,2.44444444444444,1.36111111111111,1.53986301369863,0,0,-0.184915128128985,0.0277392299007211,0.0722375052290264,1210.7
"3_1769_16083_L2",1769,"01N_0431/11.16-I",16083,16816,"L2",733,3176.33333333333,"R","High Volume",46216,6,2,"ogpa",20000608,"R","OGPA",6,2,55,19950812,20141130,2.22222222222222,1.57888888888889,1.45657534246575,0,0,-0.26198329967203,0.00342690333327474,0.0770254758148347,1210.7
"3_1769_16083_L3",1769,"01N_0431/11.16-I",16083,16816,"L3",733,3176.33333333333,"R","High Volume",46216,6,2,"ogpa",20000608,"R","OGPA",6,2,55,19950812,20141130,3.75,2.07805555555556,1.5058904109589,0,0,-0.0382420304989633,0.0165232092341739,0.0415797426661169,1210.7
"3_1771_3705_L1",1771,"22_0000/03.71",3705,3950,"L1",245,1678.25,"R","Regional",18276,6,2,"ogpa",20030415,"R","OGPA",7,1,25,19960313,20141205,3.83333333333333,1.8225,1.3025,0,1,-0.195229456891292,-0.0158529389394639,-0.0180541965097648,1210.7
"3_1771_3705_R1",1771,"22_0000/03.71",3705,3950,"R1",245,1678.25,"R","Regional",18276,6,2,"ogpa",20030415,"R","OGPA",7,1,25,19960313,20141205,3.91666666666667,1.7875,1.36666666666667,0,1,-0.219572635520973,0.00547054147429904,0.00621063344192931,1210.7
"3_1771_3950_L1",1771,"22_0000/03.71",3950,4210,"L1",260,1781,"R","Regional",18276,6,2,"ogpa",20030415,"R","OGPA",7,4,63,19960313,20141205,2.14285714285714,2.13428571428571,1.42192307692308,0,1,-0.0119854516192384,0.00396353856187358,-0.00413016719729384,1210.7
"3_1771_3950_R1",1771,"22_0000/03.71",3950,4210,"R1",260,1781,"R","Regional",18276,6,2,"ogpa",20030415,"R","OGPA",7,4,63,19960313,20141205,3.57142857142857,2.40642857142857,1.35807692307692,0,1,-0.174040491519916,0.0188725184183894,-0.00106067006627411,1210.7
"3_1771_4210_L1",1771,"22_0000/03.71",4210,4308,"L1",98,504.7,"R","Regional",17110,6,2,"cs",19981202,"R","LOCK",3,1,0,19960313,20141205,3.33333333333333,4,0.964,0,1,-0.168813270079451,0.0647934352679473,-0.0662239024970173,1210.7
"3_1771_4210_R1",1771,"22_0000/03.71",4210,4308,"R1",98,504.7,"R","Regional",17110,6,2,"cs",19981202,"R","LOCK",3,1,0,19960313,20141205,5.66666666666667,3.25833333333333,1.018,0,1,0.311929061372479,0.069664808929219,-0.150981051283548,1210.7
"3_1771_4308_L1",1771,"22_0000/03.71",4308,4698,"L1",390,2008.5,"R","Regional",17110,6,2,"ac",20071225,"R","SMA",8,2,60,19960313,20141205,3.65,2.6185,1.056,0.1,1,0.219144344207865,0.0798116755071968,-0.0499852195840251,1210.7
"3_1771_4308_R1",1771,"22_0000/03.71",4308,4698,"R1",390,2008.5,"R","Regional",17110,6,2,"ac",20071225,"R","SMA",8,2,60,19960313,20141205,3.15,2.352,1.095,0.1,1,-0.10401611904212,0.0286015579044811,-0.0607838370681524,1210.7
"3_1771_4698_L1",1771,"22_0000/03.71",4698,4964,"L1",266,1369.9,"R","Regional",17110,6,2,"ogpa",20100307,"R","OGPA",8,5,79,19960313,20141205,3.86666666666667,2.066,1.17,0,1,0.0563545318652619,0.0698679637310717,-0.074627180391065,1210.7
"3_1771_4698_R1",1771,"22_0000/03.71",4698,4964,"R1",266,1369.9,"R","Regional",17110,6,2,"ogpa",20100307,"R","OGPA",8,5,79,19960313,20141205,3.73333333333333,1.84533333333333,1.23535714285714,0,1,0.103716901823373,0.0357466010729429,-0.00485380035063795,1210.7
"3_1771_4964_L1",1771,"22_0000/03.71",4964,5290,"L1",326,1972.3,"R","Regional",16332,6,2,"ac",20060531,"R","SMA",8,3,65,19960313,20141205,3.52941176470588,2.53117647058823,1.31909090909091,0,1,0.132735795273247,0.0474357305195852,-0.027189592587901,1210.7
"3_1771_4964_R1",1771,"22_0000/03.71",4964,5290,"R1",326,1972.3,"R","Regional",16332,6,2,"ac",20060531,"R","SMA",8,3,65,19960313,20141205,3.05882352941176,2.62764705882353,1.34363636363636,0,1,-0.0880085155160572,-0.0144131588310154,0.0379620085203339,1210.7
"3_1771_5290_L1",1771,"22_0000/03.71",5290,5700,"L1",410,2118.33333333333,"R","Regional",16138,6,2,"ac",20060531,"R","SMA",8,3,65,19960313,20141205,6.95238095238095,2.21095238095238,1.32780487804878,0,1,0.338850229624922,0.0146221392230073,-0.0220043373196593,1210.7
"3_1771_5290_R1",1771,"22_0000/03.71",5290,5700,"R1",410,2118.33333333333,"R","Regional",16138,6,2,"ac",20060531,"R","SMA",8,3,65,19960313,20141205,3.04761904761905,1.72857142857143,1.34292682926829,0,1,0.131546617597162,0.00470665053132428,0.00744564373594824,1210.7
"3_1771_5290_R2",1771,"22_0000/03.71",5290,5700,"R2",410,2118.33333333333,"R","Regional",16138,6,2,"ac",20060531,"R","SMA",8,3,65,19960313,20141205,3.61071428571429,2.01246666666667,1.20267857142857,0,1,-0.0400839282902802,0.0053732789541557,-0.0329116007232601,1210.7
"3_1771_5700_L1",1771,"22_0000/03.71",5700,6100,"L1",400,2066.66666666667,"R","Regional",16138,6,2,"ac",20141014,"R","UTA",8,4,90,19960313,20141205,1.9,1.208,1.16975,0,1,-0.308143865771937,-0.127198999790217,-0.0666261367144153,1210.7
"3_1771_5700_R1",1771,"22_0000/03.71",5700,6100,"R1",400,2066.66666666667,"R","Regional",16138,6,2,"ac",20141014,"R","UTA",8,4,90,19960313,20141205,2.05,1.419,1.0565,0,1,-0.30125600273649,-0.0449485572751338,-0.163448407504818,1210.7
"3_1771_5700_R2",1771,"22_0000/03.71",5700,6100,"R2",400,2066.66666666667,"R","Regional",16138,6,2,"ac",20141014,"R","UTA",8,4,90,19960313,20141205,3.61071428571429,2.01246666666667,1.20267857142857,0,1,-0.0400839282902802,0.0053732789541557,-0.0329116007232601,1210.7
"3_1771_6100_L1",1771,"22_0000/03.71",6100,6770,"L1",670,3350,"R","Regional",14388,6,2,"ac",20141014,"R","UTA",8,2,60,19960313,20141205,2.61764705882353,1.53029411764706,1.09865671641791,0,1,-0.228400751386627,-0.0567265286970188,-0.154604342912138,1210.7
"3_1771_6100_L2",1771,"22_0000/03.71",6100,6770,"L2",670,3350,"R","Regional",14388,6,2,"ac",20141014,"R","UTA",8,2,60,19960313,20141205,3.61071428571429,2.01246666666667,1.20267857142857,0,1,-0.0400839282902802,0.0053732789541557,-0.0329116007232601,1210.7
"3_1771_6100_R1",1771,"22_0000/03.71",6100,6770,"R1",670,3350,"R","Regional",14388,6,2,"ac",20141014,"R","UTA",8,2,60,19960313,20141205,1.52941176470588,1.58294117647059,1.09432835820896,0,1,-0.229461988927163,-0.0654863457303905,-0.0590082235988074,1210.7
"3_1771_6770_L1",1771,"22_0000/03.71",6770,7060,"L1",290,1740,"R","Regional",14388,6,2,"ac",20141014,"R","SMA",8,3,60,19960313,20141205,4.33333333333333,2.216,0.868275862068965,0,1,0.359842929733769,-0.0669472907692148,-0.0582414761881883,1210.7
"3_1771_6770_R1",1771,"22_0000/03.71",6770,7060,"R1",290,1740,"R","Regional",14388,6,2,"ac",20141014,"R","SMA",8,3,60,19960313,20141205,3.33333333333333,1.76933333333333,0.95,0,1,0.0791850012223933,-0.0203256496592878,-0.0386336088586192,1210.7
"3_1771_7060_L1",1771,"22_0000/03.71",7060,7318,"L1",258,1470.6,"R","Regional",16138,6,2,"ac",20141012,"R","UTA",8,1,25,19960313,20141205,1.33333333333333,2.4075,0.98,0,1,-0.752008163930445,0.0583977650006572,-0.0579979080283323,1210.7
"3_1771_7060_R1",1771,"22_0000/03.71",7060,7318,"R1",258,1470.6,"R","Regional",16138,6,2,"ac",20141012,"R","UTA",8,1,25,19960313,20141205,1.16666666666667,2.01333333333333,1.0608,0,1,-0.299847921707096,0.0526159300571166,-0.0140849015125598,1210.7
"3_1771_7318_L1",1771,"22_0000/03.71",7318,7640,"L1",322,1642.2,"R","Regional",13572,5,2,"ac",20070221,"R","SMA",8,1,35,19960313,20141205,4.46153846153846,1.92923076923077,1.00192307692308,0,0.9,0.297371368935047,-0.000434519363813844,-0.0639267606960256,1210.7
"3_1771_7318_R1",1771,"22_0000/03.71",7318,7640,"R1",322,1642.2,"R","Regional",13572,5,2,"ac",20070221,"R","SMA",8,1,35,19960313,20141205,4,1.59769230769231,1.10961538461538,0,0.9,0.0311131750533183,-0.0573522234664308,0.0166788902907742,1210.7
"3_1771_7640_L1",1771,"22_0000/03.71",7640,8138,"L1",498,2539.8,"R","Regional",16138,6,2,"cs",19981225,"R","1CHIP",10,2,30,19960313,20141205,4,2.0116,1.1324,0,1,0.0255050410457379,0.065845060584751,0.0248699588279957,1210.7
"3_1771_7640_R1",1771,"22_0000/03.71",7640,8138,"R1",498,2539.8,"R","Regional",16138,6,2,"cs",19981225,"R","1CHIP",10,2,30,19960313,20141205,4.64,1.6196,1.126,0,1,0.0854611312772937,0.0415792716529804,0.0706012468401427,1210.7
"3_1771_8138_L1",1771,"22_0000/03.71",8138,8372,"L1",234,1193.4,"R","Regional",16138,6,2,"ac",20060504,"R","SMA",8,3,60,19960313,20141205,1.84615384615385,2.40307692307692,1.3736,0,1,-0.101991099946323,0.00527601643401235,0.0221838265352948,1210.7
"3_1771_8138_R1",1771,"22_0000/03.71",8138,8372,"R1",234,1193.4,"R","Regional",16138,6,2,"ac",20060504,"R","SMA",8,3,60,19960313,20141205,6,2.75384615384615,1.4692,0,1,-0.3772393496311,0.0939452707874081,0.0390325646780072,1210.7
"3_1771_8372_L1",1771,"22_0000/03.71",8372,8470,"L1",98,499.8,"R","Regional",16138,6,2,"ac",20060504,"R","SMA",8,3,60,19960313,20141205,3,1.55,1.597,0,1,0.105918984099896,-0.25590474406529,-0.0507881644043613,1210.7
"3_1771_8372_R1",1771,"22_0000/03.71",8372,8470,"R1",98,499.8,"R","Regional",16138,6,2,"ac",20060504,"R","SMA",8,3,60,19960313,20141205,5.5,1.98166666666667,1.403,0,1,-0.0454399482193709,-0.0793578822821129,-0.0865336832467066,1210.7
"3_1771_8372_R2",1771,"22_0000/03.71",8372,8470,"R2",98,499.8,"R","Regional",16138,6,2,"ac",20060504,"R","SMA",8,3,60,19960313,20141205,3.61071428571429,2.01246666666667,1.20267857142857,0,1,-0.0400839282902802,0.0053732789541557,-0.0329116007232601,1210.7
"3_1771_8470_L1",1771,"22_0000/03.71",8470,9358,"L1",888,4528.8,"R","Regional",16138,6,2,"ac",20141014,"R","SMA",8,3,60,19960313,20141205,3.95555555555556,2.122,1.3338202247191,0,1,0.142509534183152,-0.00329764754411483,-0.0774949688581726,1210.7
"3_1771_8470_R1",1771,"22_0000/03.71",8470,9358,"R1",888,4528.8,"R","Regional",16138,6,2,"ac",20141014,"R","SMA",8,3,60,19960313,20141205,5.11111111111111,2.14955555555556,1.33955056179775,0,1,-0.0877755992804214,0.0518310976339123,-0.0926941358472265,1210.7
"3_1771_9358_L1",1771,"22_0000/03.71",9358,10098,"L1",740,3774,"R","Regional",16138,6,2,"cs",20040322,"2","2CHIP",8,3,41,19960313,20141205,3.75675675675676,1.6972972972973,1.42378378378378,0,1,-0.0347279083611895,0.0147828845693514,0.0104752611991039,1210.7
"3_1771_9358_R1",1771,"22_0000/03.71",9358,10098,"R1",740,3774,"R","Regional",16138,6,2,"cs",20040322,"2","2CHIP",8,3,41,19960313,20141205,3.54054054054054,1.88675675675676,1.5045945945946,0,1,-0.141851478296667,0.00478346373754393,0.0533230058990778,1210.7
"3_1772_0_All",1772,"22_0007-W1",0,157,"All",157,455.3,"U","Primary Collector",3499.5,12,2,"cs",20150615,"R","2CHIP",10,3,38,19840202,20141119,5.88888888888889,2.97533333333333,1.45827105978261,0,0,0.0333705334126491,0.0204047518160614,-0.0282532448892991,1210.7
"3_1773_0_L1",1773,"01N_0477-I",0,1000,"L1",1000,5350,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0.1,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_0_L2",1773,"01N_0477-I",0,1000,"L2",1000,5350,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,9.2,1.8804,1.3588,0.1,0,0.478073932774299,0.048909205164867,0.163484992063015,1210.7
"3_1773_1000_L1",1773,"01N_0477-I",1000,1700,"L1",700,3745,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0.1,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_1000_L2",1773,"01N_0477-I",1000,1700,"L2",700,3745,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,10.4857142857143,1.98085714285714,1.312,0.1,0,1.13935207705634,0.100390241222259,0.129604440770957,1210.7
"3_1773_1700_L1",1773,"01N_0477-I",1700,3450,"L1",1750,9362.5,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0.1,0.1,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_1700_L2",1773,"01N_0477-I",1700,3450,"L2",1750,9362.5,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.51136363636364,1.89068181818182,1.40291428571429,0.1,0.1,0.621601661107529,0.0845381766416073,0.152831672883658,1210.7
"3_1773_3450_L1",1773,"01N_0477-I",3450,4020,"L1",570,3049.5,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0.3,0.1,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_3450_L2",1773,"01N_0477-I",3450,4020,"L2",570,3049.5,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.41379310344828,2.38379310344828,1.1180701754386,0.3,0.1,0.929522244991235,0.140089693218791,0.0535071739002485,1210.7
"3_1773_4020_L1",1773,"01N_0477-I",4020,4079,"L1",59,315.65,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0.1,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_4020_L2",1773,"01N_0477-I",4020,4079,"L2",59,315.65,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8,4.82666666666667,0.888333333333333,0.1,0,0.374160319362349,0.79684652826757,0.0569904990730805,1210.7
"3_1773_4079_L1",1773,"01N_0477-I",4079,4270,"L1",191,1021.85,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_4079_L2",1773,"01N_0477-I",4079,4270,"L2",191,1021.85,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,11,2.90454545454545,1.0835,0,0,1.14750567704814,0.333660640362876,0.0369719780353808,1210.7
"3_1773_4270_L1",1773,"01N_0477-I",4270,4431,"L1",161,813.05,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,9,162,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_4270_L2",1773,"01N_0477-I",4270,4431,"L2",161,813.05,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,9,162,19970101,20141201,10.8888888888889,1.85,1.04882352941176,0,0,1.07713156857529,0.0942710184037249,0.0155015598034287,1210.7
"3_1773_4431_L1",1773,"01N_0477-I",4431,4772,"L1",341,1722.05,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,20070414,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0.3,0.1,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_4431_L2",1773,"01N_0477-I",4431,4772,"L2",341,1722.05,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,20070414,20141201,9.38888888888889,2.35111111111111,1.03857142857143,0.3,0.1,0.660627200761513,0.145929921837757,0.0554944368734984,1210.7
"3_1773_4772_L1",1773,"01N_0477-I",4772,5160,"L1",388,1959.4,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_4772_L2",1773,"01N_0477-I",4772,5160,"L2",388,1959.4,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.75,1.8735,1.05666666666667,0,0,0.594712116904288,0.0396065077308579,0.0606257826568159,1210.7
"3_1773_5160_L1",1773,"01N_0477-I",5160,5502,"L1",342,1727.1,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,20070309,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0,0.1,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_5160_L2",1773,"01N_0477-I",5160,5502,"L2",342,1727.1,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,20070309,20141201,5.66666666666667,1.78222222222222,1.04485714285714,0,0.1,0.480913376532016,0.0702294351077107,0.0322673222474665,1210.7
"3_1773_5502_L1",1773,"01N_0477-I",5502,5873,"L1",371,1873.55,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_5502_L2",1773,"01N_0477-I",5502,5873,"L2",371,1873.55,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,9.78947368421053,1.85473684210526,1.07526315789474,0,0,1.02945694526793,0.0524483312219363,0.0638652899581789,1210.7
"3_1773_5873_L1",1773,"01N_0477-I",5873,6160,"L1",287,1449.35,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_5873_L2",1773,"01N_0477-I",5873,6160,"L2",287,1449.35,"R","High Volume",11297,14,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.2,1.98066666666667,1.11793103448276,0,0,0.806710299045282,0.0887495352394361,0.0640385401512935,1210.7
"3_1773_6160_L1",1773,"01N_0477-I",6160,6630,"L1",470,2632,"R","High Volume",10885,12,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0.2,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_6160_L2",1773,"01N_0477-I",6160,6630,"L2",470,2632,"R","High Volume",10885,12,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,4.16666666666667,1.72875,1.20276595744681,0.2,0,-0.138399669946785,0.0226066335304229,0.024228334359873,1210.7
"3_1773_6630_L1",1773,"01N_0477-I",6630,6742,"L1",112,593.6,"R","High Volume",10885,12,2,"ogpa",20101129,"R","OGPA",7,2,41,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,1,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_6630_L2",1773,"01N_0477-I",6630,6742,"L2",112,593.6,"R","High Volume",10885,12,2,"ogpa",20101129,"R","OGPA",7,2,41,19970101,20141201,10,2.67571428571429,1.13,1,0,1.18403451696453,0.0919992511621958,0.0287408293116774,1210.7
"3_1773_6742_L1",1773,"01N_0477-I",6742,7630,"L1",888,4839.6,"R","High Volume",10885,12,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0.1,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_6742_L2",1773,"01N_0477-I",6742,7630,"L2",888,4839.6,"R","High Volume",10885,12,2,"ogpa",20150220,"R","OGPA",8,3,71,19970101,20141201,6.22222222222222,1.29533333333333,1.18337078651685,0.1,0,0.450465650325153,0.045236084130153,0.00623643004823796,1210.7
"3_1773_7630_L1",1773,"01N_0477-I",7630,7800,"L1",170,926.5,"R","High Volume",10885,12,2,"ogpa",20101129,"R","OGPA",7,1,30,19970101,20141201,8.63068181818182,1.88554090909091,1.11800060496068,0,0,0.641114430934521,0.0866438559405217,0.0545008053868734,1210.7
"3_1773_7630_L2",1773,"01N_0477-I",7630,7800,"L2",170,926.5,"R","High Volume",10885,12,2,"ogpa",20101129,"R","OGPA",7,1,30,19970101,20141201,5.33333333333333,1.63111111111111,1.19352941176471,0,0,0.391300977232681,0.0479827615827626,0.0286520040140763,1210.7
"3_1774_0_All",1774,"2_0",0,320,"All",320,5152,"R","Regional",14379,13,2,"ogpa",20061106,"R","OGPA",7,1,30,19970501,20141130,6.6875,1.5925,1.3146875,0,0,0.343198701701119,0.0268753473939036,0.0643409212121906,1210.7
"3_1774_320_All",1774,"2_0",320,1241,"All",921,14828.1,"R","Regional",14379,13,2,"ogpa",20061106,"R","OGPA",7,2,44,19970501,20141130,7.73404255319149,1.88468085106383,1.45586021505376,0,0.1,0.421588481094135,0.0525107037630752,0.127291553032826,1210.7
"3_1774_1241_All",1774,"2_0",1241,2088,"All",847,11773.3,"R","Regional",14379,13,2,"cs",20101123,"R","2CHIP",7,2.5,41.5,19900825,20141130,8.45348837209302,2.72186046511628,1.37229411764706,0.3,0,0.124296528821162,0.177558278933224,0.0789411848452585,1210.7
"3_1774_2088_All",1774,"2_0",2088,2400,"All",312,4336.8,"R","Regional",14379,13,2,"cs",20150219,"R","2CHIP",8,2,24,20111125,20141130,12.375,2.5328125,0.79625,0,0.1,1.03430558607231,-0.153339796559343,-0.161943710423116,1210.7
"3_1774_2400_All",1774,"2_0",2400,2516,"All",116,1287.6,"R","Regional",14379,13,2,"cs",20101123,"R","2CHIP",7,2.5,41.5,20111125,20141130,10.1666666666667,4.29416666666667,0.74375,0,0,1.03685718310463,0.294188185765776,-0.0756779757551847,1210.7
"3_1774_2516_All",1774,"2_0",2516,2834,"All",318,3529.8,"R","Regional",14379,13,2,"cs",20131112,"R","2CHIP",9,3,44,19901025,20141130,10.2352941176471,3.83,1.70015151515152,0,0.2,-0.35583623388361,-0.0363789963113159,-0.0576078661846433,1210.7
"3_1774_2834_All",1774,"2_0",2834,3172,"All",338,3751.8,"R","Regional",14379,13,2,"cs",20101123,"R","2CHIP",7,2.5,41.5,19900825,20141130,8.05555555555556,4.95583333333333,1.16742857142857,0.3,0.2,0.258523932628256,0.118877638197398,-0.0495826085994334,1210.7
"3_1774_3172_All",1774,"2_0",3172,4067,"All",895,9845,"R","Regional",14379,13,2,"cs",20101123,"2","2CHIP",10,2,30,20081109,20141130,6.92391304347826,4.33163043478261,2.12761111111111,0.3,0.6,0.0390747265595066,0.0322234613221122,-0.0590419790012484,1210.7
"3_1774_4067_All",1774,"2_0",4067,4179,"All",112,1232,"R","Regional",14379,13,2,"ac",20110410,"R","SMA",7,2,49,20020307,20141130,6.66666666666667,5.2525,1.44541666666667,0.3,0.1,-0.308507444883172,-0.10950891120292,0.0688795514298404,1210.7
"3_1774_4179_All",1774,"2_0",4179,4536,"All",357,3927,"R","Regional",14379,13,2,"cs",20101123,"R","2CHIP",7,2.5,41.5,19900825,20141130,9.02631578947368,2.83868421052632,1.43148648648649,0,0,0.102187584115135,0.0349286095343901,-0.151715529727655,1210.7
"3_1774_4536_All",1774,"2_0",4536,5000,"All",464,5104,"R","Regional",14379,13,2,"cs",20101123,"R","2CHIP",10,4,56,19900825,20141130,10.0625,3.22791666666667,2.31244680851064,0,0.1,0.336540550285989,0.0527078193567645,-0.0702134765366348,1210.7
"3_1774_5000_All",1774,"2_0",5000,5375,"All",375,4125,"R","Regional",14379,13,2,"cs",20120124,"R","VFILL",2,5,56,19900825,20141130,11.0789473684211,2.02947368421053,1.08934210526316,0,0.1,0.79342287849794,0.00674438055159884,-0.0882788128981839,1210.7
"3_1774_5375_All",1774,"2_0",5375,6104,"All",729,8310.6,"R","Regional",14379,13,2,"cs",20010628,"2","2CHIP",8,2,28,19900825,20141130,11.9078947368421,2.39894736842105,1.80689189189189,0,0,0.558233066901773,0.028683862192055,-0.000350177816794104,1210.7
"3_1774_6104_All",1774,"2_0",6104,7086,"All",982,11194.8,"R","Regional",14379,13,2,"cs",20101123,"R","2CHIP",10,2,30,20020320,20141130,9.24,3.1157,1.96328282828283,0,0,0.392548707372935,0.0410667235999428,-0.124963779765008,1210.7
"3_1774_7086_All",1774,"2_0",7086,7147,"All",61,695.4,"R","Regional",14379,13,2,"ogpa",20081225,"R","OGPA",7,1,40,19900825,20141130,8.625,4.7925,0.752142857142857,0,0,0.364982712544229,0.122594686229061,-0.0311459252074255,1210.7
